,Accession,Protein,Organism_Name,Species,Genotype,Isolate,Length,Geo_Location,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
356,BBI16028.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K0256,531,Japan,Homo sapiens,,"Kukimoto,I., Matsumoto,K., Hirose,Y., Tenjimbayashi,Y., Onuki,M., Iwata,T.",,2019-03-14,dsDNA
357,BBI16036.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K0379,531,Japan,Homo sapiens,,"Kukimoto,I., Matsumoto,K., Hirose,Y., Tenjimbayashi,Y., Onuki,M., Iwata,T.",,2019-03-14,dsDNA
358,BBI16044.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K0924,531,Japan,Homo sapiens,,"Kukimoto,I., Matsumoto,K., Hirose,Y., Tenjimbayashi,Y., Onuki,M., Iwata,T.",,2019-03-14,dsDNA
359,BBI16052.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K0976,531,Japan,Homo sapiens,,"Kukimoto,I., Matsumoto,K., Hirose,Y., Tenjimbayashi,Y., Onuki,M., Iwata,T.",,2019-03-14,dsDNA
360,BBI16060.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K1332,531,Japan,Homo sapiens,,"Kukimoto,I., Matsumoto,K., Hirose,Y., Tenjimbayashi,Y., Onuki,M., Iwata,T.",,2019-03-14,dsDNA
361,BBI16068.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K1347,531,Japan,Homo sapiens,,"Kukimoto,I., Matsumoto,K., Hirose,Y., Tenjimbayashi,Y., Onuki,M., Iwata,T.",,2019-03-14,dsDNA
362,BBI16076.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K1370,531,Japan,Homo sapiens,,"Kukimoto,I., Matsumoto,K., Hirose,Y., Tenjimbayashi,Y., Onuki,M., Iwata,T.",,2019-03-14,dsDNA
363,BBI16084.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K1386,531,Japan,Homo sapiens,,"Kukimoto,I., Matsumoto,K., Hirose,Y., Tenjimbayashi,Y., Onuki,M., Iwata,T.",,2019-03-14,dsDNA
364,BBI16092.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K1551,531,Japan,Homo sapiens,,"Kukimoto,I., Matsumoto,K., Hirose,Y., Tenjimbayashi,Y., Onuki,M., Iwata,T.",,2019-03-14,dsDNA
365,BBI16100.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K1630,531,Japan,Homo sapiens,,"Kukimoto,I., Matsumoto,K., Hirose,Y., Tenjimbayashi,Y., Onuki,M., Iwata,T.",,2019-03-14,dsDNA
366,BBI16108.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K1829,531,Japan,Homo sapiens,,"Kukimoto,I., Matsumoto,K., Hirose,Y., Tenjimbayashi,Y., Onuki,M., Iwata,T.",,2019-03-14,dsDNA
367,BBI16116.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K1839,531,Japan,Homo sapiens,,"Kukimoto,I., Matsumoto,K., Hirose,Y., Tenjimbayashi,Y., Onuki,M., Iwata,T.",,2019-03-14,dsDNA
368,BBI16124.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K1882,531,Japan,Homo sapiens,,"Kukimoto,I., Matsumoto,K., Hirose,Y., Tenjimbayashi,Y., Onuki,M., Iwata,T.",,2019-03-14,dsDNA
369,BBI16132.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K1885,531,Japan,Homo sapiens,,"Kukimoto,I., Matsumoto,K., Hirose,Y., Tenjimbayashi,Y., Onuki,M., Iwata,T.",,2019-03-14,dsDNA
370,BBI16140.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K1935,531,Japan,Homo sapiens,,"Kukimoto,I., Matsumoto,K., Hirose,Y., Tenjimbayashi,Y., Onuki,M., Iwata,T.",,2019-03-14,dsDNA
371,BBI16148.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K0184,531,Japan,Homo sapiens,,"Kukimoto,I., Matsumoto,K., Hirose,Y., Tenjimbayashi,Y., Onuki,M., Iwata,T.",,2019-03-14,dsDNA
372,BBI16156.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K0948,531,Japan,Homo sapiens,,"Kukimoto,I., Matsumoto,K., Hirose,Y., Tenjimbayashi,Y., Onuki,M., Iwata,T.",,2019-03-14,dsDNA
373,BBI16164.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K1309,531,Japan,Homo sapiens,,"Kukimoto,I., Matsumoto,K., Hirose,Y., Tenjimbayashi,Y., Onuki,M., Iwata,T.",,2019-03-14,dsDNA
374,BBI16172.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K1429,531,Japan,Homo sapiens,,"Kukimoto,I., Matsumoto,K., Hirose,Y., Tenjimbayashi,Y., Onuki,M., Iwata,T.",,2019-03-14,dsDNA
375,BBI18726.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K1753,531,Japan,Homo sapiens,,"Kukimoto,I., Matsumoto,K., Hirose,Y., Tenjimbayashi,Y., Onuki,M., Iwata,T.",,2019-03-14,dsDNA
376,BBI18734.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K1755,531,Japan,Homo sapiens,,"Kukimoto,I., Matsumoto,K., Hirose,Y., Tenjimbayashi,Y., Onuki,M., Iwata,T.",,2019-03-14,dsDNA
377,BBI18742.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K1784,531,Japan,Homo sapiens,,"Kukimoto,I., Matsumoto,K., Hirose,Y., Tenjimbayashi,Y., Onuki,M., Iwata,T.",,2019-03-14,dsDNA
378,BBI18750.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K1792,531,Japan,Homo sapiens,,"Kukimoto,I., Matsumoto,K., Hirose,Y., Tenjimbayashi,Y., Onuki,M., Iwata,T.",,2019-03-14,dsDNA
379,BBI18758.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K1805,531,Japan,Homo sapiens,,"Kukimoto,I., Matsumoto,K., Hirose,Y., Tenjimbayashi,Y., Onuki,M., Iwata,T.",,2019-03-14,dsDNA
380,BBI18766.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K1809,531,Japan,Homo sapiens,,"Kukimoto,I., Matsumoto,K., Hirose,Y., Tenjimbayashi,Y., Onuki,M., Iwata,T.",,2019-03-14,dsDNA
381,BBI18774.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K1825,531,Japan,Homo sapiens,,"Kukimoto,I., Matsumoto,K., Hirose,Y., Tenjimbayashi,Y., Onuki,M., Iwata,T.",,2019-03-14,dsDNA
382,BBI18782.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K1844,531,Japan,Homo sapiens,,"Kukimoto,I., Matsumoto,K., Hirose,Y., Tenjimbayashi,Y., Onuki,M., Iwata,T.",,2019-03-14,dsDNA
383,BBI18790.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K1995,531,Japan,Homo sapiens,,"Kukimoto,I., Matsumoto,K., Hirose,Y., Tenjimbayashi,Y., Onuki,M., Iwata,T.",,2019-03-14,dsDNA
384,BBI18798.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K2022,531,Japan,Homo sapiens,,"Kukimoto,I., Matsumoto,K., Hirose,Y., Tenjimbayashi,Y., Onuki,M., Iwata,T.",,2019-03-14,dsDNA
385,BBI18806.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K2039,531,Japan,Homo sapiens,,"Kukimoto,I., Matsumoto,K., Hirose,Y., Tenjimbayashi,Y., Onuki,M., Iwata,T.",,2019-03-14,dsDNA
386,BBI18814.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K2041,531,Japan,Homo sapiens,,"Kukimoto,I., Matsumoto,K., Hirose,Y., Tenjimbayashi,Y., Onuki,M., Iwata,T.",,2019-03-14,dsDNA
387,BBI18822.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K2057,531,Japan,Homo sapiens,,"Kukimoto,I., Matsumoto,K., Hirose,Y., Tenjimbayashi,Y., Onuki,M., Iwata,T.",,2019-03-14,dsDNA
388,BBI18830.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K2063,531,Japan,Homo sapiens,,"Kukimoto,I., Matsumoto,K., Hirose,Y., Tenjimbayashi,Y., Onuki,M., Iwata,T.",,2019-03-14,dsDNA
389,BBI18838.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K2067,531,Japan,Homo sapiens,,"Kukimoto,I., Matsumoto,K., Hirose,Y., Tenjimbayashi,Y., Onuki,M., Iwata,T.",,2019-03-14,dsDNA
390,BBI18846.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K2111,531,Japan,Homo sapiens,,"Kukimoto,I., Matsumoto,K., Hirose,Y., Tenjimbayashi,Y., Onuki,M., Iwata,T.",,2019-03-14,dsDNA
391,BBI18854.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K2124,531,Japan,Homo sapiens,,"Kukimoto,I., Matsumoto,K., Hirose,Y., Tenjimbayashi,Y., Onuki,M., Iwata,T.",,2019-03-14,dsDNA
392,BBI18862.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K2145,531,Japan,Homo sapiens,,"Kukimoto,I., Matsumoto,K., Hirose,Y., Tenjimbayashi,Y., Onuki,M., Iwata,T.",,2019-03-14,dsDNA
393,BBI18870.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K2175,531,Japan,Homo sapiens,,"Kukimoto,I., Matsumoto,K., Hirose,Y., Tenjimbayashi,Y., Onuki,M., Iwata,T.",,2019-03-14,dsDNA
394,BBI18878.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K1198,531,Japan,Homo sapiens,,"Kukimoto,I., Matsumoto,K., Hirose,Y., Tenjimbayashi,Y., Onuki,M., Iwata,T.",,2019-03-14,dsDNA
395,BBI18886.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K1529,531,Japan,Homo sapiens,,"Kukimoto,I., Matsumoto,K., Hirose,Y., Tenjimbayashi,Y., Onuki,M., Iwata,T.",,2019-03-14,dsDNA
396,BBI18894.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K0854,531,Japan,Homo sapiens,,"Kukimoto,I., Matsumoto,K., Hirose,Y., Tenjimbayashi,Y., Onuki,M., Iwata,T.",,2019-03-14,dsDNA
397,BBI18902.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K2118,531,Japan,Homo sapiens,,"Kukimoto,I., Matsumoto,K., Hirose,Y., Tenjimbayashi,Y., Onuki,M., Iwata,T.",,2019-03-14,dsDNA
398,BBI18910.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SW0050,531,Japan,Homo sapiens,,"Kukimoto,I., Matsumoto,K., Hirose,Y., Tenjimbayashi,Y., Onuki,M., Iwata,T.",,2019-03-14,dsDNA
399,BBI18918.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SW0055,531,Japan,Homo sapiens,,"Kukimoto,I., Matsumoto,K., Hirose,Y., Tenjimbayashi,Y., Onuki,M., Iwata,T.",,2019-03-14,dsDNA
400,BBI18926.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SW0059,531,Japan,Homo sapiens,,"Kukimoto,I., Matsumoto,K., Hirose,Y., Tenjimbayashi,Y., Onuki,M., Iwata,T.",,2019-03-14,dsDNA
401,BBI18934.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,TK0141,531,Japan,Homo sapiens,,"Kukimoto,I., Matsumoto,K., Hirose,Y., Tenjimbayashi,Y., Onuki,M., Iwata,T.",,2019-03-14,dsDNA
402,BBI18942.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,TK0151,531,Japan,Homo sapiens,,"Kukimoto,I., Matsumoto,K., Hirose,Y., Tenjimbayashi,Y., Onuki,M., Iwata,T.",,2019-03-14,dsDNA
403,BBI18950.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,TK0153,531,Japan,Homo sapiens,,"Kukimoto,I., Matsumoto,K., Hirose,Y., Tenjimbayashi,Y., Onuki,M., Iwata,T.",,2019-03-14,dsDNA
404,BBI18958.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,TK0155,531,Japan,Homo sapiens,,"Kukimoto,I., Matsumoto,K., Hirose,Y., Tenjimbayashi,Y., Onuki,M., Iwata,T.",,2019-03-14,dsDNA
405,BBI18966.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,TK0156,531,Japan,Homo sapiens,,"Kukimoto,I., Matsumoto,K., Hirose,Y., Tenjimbayashi,Y., Onuki,M., Iwata,T.",,2019-03-14,dsDNA
406,BBI18974.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K1931,531,Japan,Homo sapiens,,"Kukimoto,I., Matsumoto,K., Hirose,Y., Tenjimbayashi,Y., Onuki,M., Iwata,T.",,2019-03-14,dsDNA
464,ATI13648.1,protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,Achham_1,531,Nepal,Homo sapiens,cervix,"Makowsky,R., Lhaki,P., Wiener,H.W., Bhatta,M.P., Cullen,M., Johnson,D.C., Perry,R.T., Lama,M., Boland,J.F., Yeager,M., Ghimire,S., Broker,T.R., Shrestha,S.",2014,2017-10-10,dsDNA
465,ATI13656.1,protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,Achham_4,531,Nepal,Homo sapiens,cervix,"Makowsky,R., Lhaki,P., Wiener,H.W., Bhatta,M.P., Cullen,M., Johnson,D.C., Perry,R.T., Lama,M., Boland,J.F., Yeager,M., Ghimire,S., Broker,T.R., Shrestha,S.",2014,2017-10-10,dsDNA
466,ATI13664.1,protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,Jhapa_8,531,Nepal,Homo sapiens,cervix,"Makowsky,R., Lhaki,P., Wiener,H.W., Bhatta,M.P., Cullen,M., Johnson,D.C., Perry,R.T., Lama,M., Boland,J.F., Yeager,M., Ghimire,S., Broker,T.R., Shrestha,S.",2014,2017-10-10,dsDNA
467,ATI13672.1,protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,Accham_5,531,Nepal,Homo sapiens,cervix,"Makowsky,R., Lhaki,P., Wiener,H.W., Bhatta,M.P., Cullen,M., Johnson,D.C., Perry,R.T., Lama,M., Boland,J.F., Yeager,M., Ghimire,S., Broker,T.R., Shrestha,S.",2014,2017-10-10,dsDNA
468,ATI13680.1,protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,Jhapa_9,531,Nepal,Homo sapiens,cervix,"Makowsky,R., Lhaki,P., Wiener,H.W., Bhatta,M.P., Cullen,M., Johnson,D.C., Perry,R.T., Lama,M., Boland,J.F., Yeager,M., Ghimire,S., Broker,T.R., Shrestha,S.",2014,2017-10-10,dsDNA
469,ATI13688.1,protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,Jhapa3,531,Nepal,Homo sapiens,cervix,"Makowsky,R., Lhaki,P., Wiener,H.W., Bhatta,M.P., Cullen,M., Johnson,D.C., Perry,R.T., Lama,M., Boland,J.F., Yeager,M., Ghimire,S., Broker,T.R., Shrestha,S.",2014,2017-10-10,dsDNA
470,ATI13696.1,protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,Jhapa_7,531,Nepal,Homo sapiens,cervix,"Makowsky,R., Lhaki,P., Wiener,H.W., Bhatta,M.P., Cullen,M., Johnson,D.C., Perry,R.T., Lama,M., Boland,J.F., Yeager,M., Ghimire,S., Broker,T.R., Shrestha,S.",2014,2017-10-10,dsDNA
471,ATI13704.1,protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,Jhapa_1,531,Nepal,Homo sapiens,cervix,"Makowsky,R., Lhaki,P., Wiener,H.W., Bhatta,M.P., Cullen,M., Johnson,D.C., Perry,R.T., Lama,M., Boland,J.F., Yeager,M., Ghimire,S., Broker,T.R., Shrestha,S.",2014,2017-10-10,dsDNA
472,ATI13712.1,protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,Jhapa_6,531,Nepal,Homo sapiens,cervix,"Makowsky,R., Lhaki,P., Wiener,H.W., Bhatta,M.P., Cullen,M., Johnson,D.C., Perry,R.T., Lama,M., Boland,J.F., Yeager,M., Ghimire,S., Broker,T.R., Shrestha,S.",2014,2017-10-10,dsDNA
473,ATI13720.1,protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,Jhapa_10,531,Nepal,Homo sapiens,cervix,"Makowsky,R., Lhaki,P., Wiener,H.W., Bhatta,M.P., Cullen,M., Johnson,D.C., Perry,R.T., Lama,M., Boland,J.F., Yeager,M., Ghimire,S., Broker,T.R., Shrestha,S.",2014,2017-10-10,dsDNA
474,ATI13728.1,protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,Jhapa_2,531,Nepal,Homo sapiens,cervix,"Makowsky,R., Lhaki,P., Wiener,H.W., Bhatta,M.P., Cullen,M., Johnson,D.C., Perry,R.T., Lama,M., Boland,J.F., Yeager,M., Ghimire,S., Broker,T.R., Shrestha,S.",2014,2017-10-10,dsDNA
475,ATI13736.1,protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,Jhapa_5,531,Nepal,Homo sapiens,cervix,"Makowsky,R., Lhaki,P., Wiener,H.W., Bhatta,M.P., Cullen,M., Johnson,D.C., Perry,R.T., Lama,M., Boland,J.F., Yeager,M., Ghimire,S., Broker,T.R., Shrestha,S.",2014,2017-10-10,dsDNA
476,ATI13744.1,protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,Jhapa_12,531,Nepal,Homo sapiens,cervix,"Makowsky,R., Lhaki,P., Wiener,H.W., Bhatta,M.P., Cullen,M., Johnson,D.C., Perry,R.T., Lama,M., Boland,J.F., Yeager,M., Ghimire,S., Broker,T.R., Shrestha,S.",2014,2017-10-10,dsDNA
477,ATI13752.1,protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,Jhapa_4,531,Nepal,Homo sapiens,cervix,"Makowsky,R., Lhaki,P., Wiener,H.W., Bhatta,M.P., Cullen,M., Johnson,D.C., Perry,R.T., Lama,M., Boland,J.F., Yeager,M., Ghimire,S., Broker,T.R., Shrestha,S.",2014,2017-10-10,dsDNA
478,ATI13760.1,protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,Jhapa_11,531,Nepal,Homo sapiens,cervix,"Makowsky,R., Lhaki,P., Wiener,H.W., Bhatta,M.P., Cullen,M., Johnson,D.C., Perry,R.T., Lama,M., Boland,J.F., Yeager,M., Ghimire,S., Broker,T.R., Shrestha,S.",2014,2017-10-10,dsDNA
479,ATI13768.1,protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,Achham_2,531,Nepal,Homo sapiens,cervix,"Makowsky,R., Lhaki,P., Wiener,H.W., Bhatta,M.P., Cullen,M., Johnson,D.C., Perry,R.T., Lama,M., Boland,J.F., Yeager,M., Ghimire,S., Broker,T.R., Shrestha,S.",2014,2017-10-10,dsDNA
480,ATI13776.1,protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,Achham_3,531,Nepal,Homo sapiens,cervix,"Makowsky,R., Lhaki,P., Wiener,H.W., Bhatta,M.P., Cullen,M., Johnson,D.C., Perry,R.T., Lama,M., Boland,J.F., Yeager,M., Ghimire,S., Broker,T.R., Shrestha,S.",2014,2017-10-10,dsDNA
481,ASJ77457.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,,1042900NP,531,Netherlands,Homo sapiens,,"van der Weele,P., Meijer,C.J.L.M., King,A.J.",2008,2017-07-11,dsDNA
482,ASJ77465.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,,1054713NP,531,Netherlands,Homo sapiens,,"van der Weele,P., Meijer,C.J.L.M., King,A.J.",2008,2017-07-11,dsDNA
483,ASJ77473.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,,1054802NP,531,Netherlands,Homo sapiens,,"van der Weele,P., Meijer,C.J.L.M., King,A.J.",2008,2017-07-11,dsDNA
484,ASJ77481.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,,1058255NP,531,Netherlands,Homo sapiens,,"van der Weele,P., Meijer,C.J.L.M., King,A.J.",2008,2017-07-11,dsDNA
485,ASJ77489.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,,1058629R1PR2FAIL,531,Netherlands,Homo sapiens,,"van der Weele,P., Meijer,C.J.L.M., King,A.J.",2008,2017-07-11,dsDNA
486,ASJ77497.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,,1061574NP,531,Netherlands,Homo sapiens,,"van der Weele,P., Meijer,C.J.L.M., King,A.J.",2008,2017-07-11,dsDNA
487,ASJ77505.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,,1062372NP,531,Netherlands,Homo sapiens,,"van der Weele,P., Meijer,C.J.L.M., King,A.J.",2008,2017-07-11,dsDNA
488,ASJ77513.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,,1062503R1PR3FAIL,531,Netherlands,Homo sapiens,,"van der Weele,P., Meijer,C.J.L.M., King,A.J.",2008,2017-07-11,dsDNA
489,ASJ77521.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,,1068731NP,531,Netherlands,Homo sapiens,,"van der Weele,P., Meijer,C.J.L.M., King,A.J.",2008,2017-07-11,dsDNA
490,ASJ77529.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,,1072711R1PR2FAIL,531,Netherlands,Homo sapiens,,"van der Weele,P., Meijer,C.J.L.M., King,A.J.",2008,2017-07-11,dsDNA
491,ASJ77537.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,,1077670NP,531,Netherlands,Homo sapiens,,"van der Weele,P., Meijer,C.J.L.M., King,A.J.",2008,2017-07-11,dsDNA
492,ASJ77545.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,,1085558R1PR2FAIL,531,Netherlands,Homo sapiens,,"van der Weele,P., Meijer,C.J.L.M., King,A.J.",2008,2017-07-11,dsDNA
493,ASJ77553.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,,1090845NP,531,Netherlands,Homo sapiens,,"van der Weele,P., Meijer,C.J.L.M., King,A.J.",2008,2017-07-11,dsDNA
494,ASJ77561.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,,1116763NP,531,Netherlands,Homo sapiens,,"van der Weele,P., Meijer,C.J.L.M., King,A.J.",2008,2017-07-11,dsDNA
495,ASJ77569.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,,1126083NP,531,Netherlands,Homo sapiens,,"van der Weele,P., Meijer,C.J.L.M., King,A.J.",2008,2017-07-11,dsDNA
496,ASJ77577.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,,1127291NP,531,Netherlands,Homo sapiens,,"van der Weele,P., Meijer,C.J.L.M., King,A.J.",2008,2017-07-11,dsDNA
497,ASJ77585.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,,1130420NP,531,Netherlands,Homo sapiens,,"van der Weele,P., Meijer,C.J.L.M., King,A.J.",2008,2017-07-11,dsDNA
498,ASJ77593.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,,1138711R1PR2FAIL,531,Netherlands,Homo sapiens,,"van der Weele,P., Meijer,C.J.L.M., King,A.J.",2008,2017-07-11,dsDNA
499,ASJ77601.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,,1153831NP,531,Netherlands,Homo sapiens,,"van der Weele,P., Meijer,C.J.L.M., King,A.J.",2008,2017-07-11,dsDNA
500,ASJ77609.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,,1154073R1PR2FAIL,531,Netherlands,Homo sapiens,,"van der Weele,P., Meijer,C.J.L.M., King,A.J.",2008,2017-07-11,dsDNA
501,ASJ77617.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,,1158519NP,531,Netherlands,Homo sapiens,,"van der Weele,P., Meijer,C.J.L.M., King,A.J.",2008,2017-07-11,dsDNA
502,ASJ77625.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,,1161111R1PR2FAIL,531,Netherlands,Homo sapiens,,"van der Weele,P., Meijer,C.J.L.M., King,A.J.",2008,2017-07-11,dsDNA
503,ASJ77633.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,,1170018R1PR2FAIL,531,Netherlands,Homo sapiens,,"van der Weele,P., Meijer,C.J.L.M., King,A.J.",2008,2017-07-11,dsDNA
504,ASJ77641.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,,1175905NP,531,Netherlands,Homo sapiens,,"van der Weele,P., Meijer,C.J.L.M., King,A.J.",2008,2017-07-11,dsDNA
505,ASJ77649.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,,1176093NP,531,Netherlands,Homo sapiens,,"van der Weele,P., Meijer,C.J.L.M., King,A.J.",2008,2017-07-11,dsDNA
506,ASJ77657.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,,1176301NP,531,Netherlands,Homo sapiens,,"van der Weele,P., Meijer,C.J.L.M., King,A.J.",2008,2017-07-11,dsDNA
507,ASJ77665.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,,1176700NP,531,Netherlands,Homo sapiens,,"van der Weele,P., Meijer,C.J.L.M., King,A.J.",2008,2017-07-11,dsDNA
508,ASJ77673.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,,1189035NP,531,Netherlands,Homo sapiens,,"van der Weele,P., Meijer,C.J.L.M., King,A.J.",2008,2017-07-11,dsDNA
509,ASJ77681.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,,1192121R1PR2FAIL,531,Netherlands,Homo sapiens,,"van der Weele,P., Meijer,C.J.L.M., King,A.J.",2008,2017-07-11,dsDNA
510,ASJ77689.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,,1192224R1PR2FAIL,531,Netherlands,Homo sapiens,,"van der Weele,P., Meijer,C.J.L.M., King,A.J.",2008,2017-07-11,dsDNA
511,ASJ77697.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,,1198397NP,531,Netherlands,Homo sapiens,,"van der Weele,P., Meijer,C.J.L.M., King,A.J.",2008,2017-07-11,dsDNA
512,ASJ77705.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,,1201130NP,531,Netherlands,Homo sapiens,,"van der Weele,P., Meijer,C.J.L.M., King,A.J.",2008,2017-07-11,dsDNA
513,ASJ77713.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,,1208835NP,531,Netherlands,Homo sapiens,,"van der Weele,P., Meijer,C.J.L.M., King,A.J.",2008,2017-07-11,dsDNA
514,ASJ77721.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,,1239889NP,531,Netherlands,Homo sapiens,,"van der Weele,P., Meijer,C.J.L.M., King,A.J.",2008,2017-07-11,dsDNA
515,ASJ77729.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,,1245773NP,531,Netherlands,Homo sapiens,,"van der Weele,P., Meijer,C.J.L.M., King,A.J.",2008,2017-07-11,dsDNA
516,ASJ77737.1,L1,Human papillomavirus type 16,Alphapapillomavirus 9,,1279035NP,531,Netherlands,Homo sapiens,,"van der Weele,P., Meijer,C.J.L.M., King,A.J.",2008,2017-07-11,dsDNA
